Class,Order,Effect_Order,Family,Effect_Family,Species,Effect_Species
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Cyanocitta stelleri,-0.134263003
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Cyanocorax cayanus,-0.19663854
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Cyanolyca turcosa,0.437911704
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Cyanopica cyanus,-0.006967093
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Garrulus glandarius,-0.092609285
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Nucifraga caryocatactes,-0.490933734
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Nucifraga columbiana,0.15817107
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Perisoreus canadensis,-0.065630458
Aves,Passeriformes,0.637010004,Corvidae,-0.17592311,Pica pica,-0.210371372
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Conioptilon mcilhennyi,-0.303650791
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Cotinga cayana,0.020053299
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Cotinga cotinga,-0.11389641
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Gymnoderus foetidus,0.035485408
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Iodopleura fusca,-0.11389641
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Laniocera hypopyrra,-0.219549206
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Lipaugus vociferans,0.418422625
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Oxyruncus cristatus,-0.161415825
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Pachyramphus marginatus,0.039832017
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Pachyramphus minor,0.021566676
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Perissocephalus tricolor,0.151951051
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Phoenicircus carnifex,0.084156538
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Phytotoma rara,-0.162923163
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Pipreola arcuata,0.020096972
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Porphyrolaema porphyrolaema,0.035485408
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Querula purpurata,-0.022565294
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Rupicola rupicola,0.115092129
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Schiffornis major,-0.303650791
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Schiffornis turdina,-0.165585276
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Tityra cayana,-0.122508231
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Tityra inquisitor,-0.161415825
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Tityra semifasciata,0.039832017
Aves,Passeriformes,0.637010004,Cotingidae,-0.151680205,Xipholena punicea,0.209588213
Aves,Passeriformes,0.637010004,Cracticidae,-0.028325932,Cracticus nigrogularis,-0.064776985
Aves,Passeriformes,0.637010004,Cracticidae,-0.028325932,Gymnorhina tibicen,-0.058382177
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Campylorhamphus procurvoides,-0.047855025
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Campylorhamphus trochilirostris,-0.274468328
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Deconychura longicauda,-0.045799443
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Deconychura stictolaema,-0.084713947
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Dendrexetastes rufigula,-0.126767765
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Dendrocincla fuliginosa,0.037146879
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Dendrocincla merula,0.217011631
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Dendrocolaptes certhia,-0.019096692
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Dendrocolaptes picumnus,-0.260212574
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Glyphorynchus spirurus,0.525622595
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Hylexetastes perrotii,-0.313702485
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Lepidocolaptes albolineatus,-0.067617179
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Nasica longirostris,-0.388962597
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Sittasomus griseicapillus,0.012299455
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Xiphocolaptes promeropirhynchus,-0.159974059
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Xiphorhynchus guttatus,0.236111036
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Xiphorhynchus obsoletus,-0.50905154
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Xiphorhynchus ocellatus,-0.006738066
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Xiphorhynchus pardalotus,0.236712104
Aves,Passeriformes,0.637010004,Dendrocolaptidae,-0.22840716,Xiphorhynchus spixii,0.046957722
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum aureolimbatum,0.410099856
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum celebicum,0.145474753
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum concolor,-0.008825681
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum erythrothorax,0.316018439
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum hirundinaceum,-0.193907012
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum retrocinctum,0.070344036
Aves,Passeriformes,0.637010004,Dicaeidae,0.227342253,Dicaeum vulneratum,0.249263744
Aves,Passeriformes,0.637010004,Dicruridae,-0.114584592,Dicrurus adsimilis,-0.390120351
Aves,Passeriformes,0.637010004,Dicruridae,-0.114584592,Dicrurus balicassius,0.278235467
Aves,Passeriformes,0.637010004,Dicruridae,-0.114584592,Dicrurus bracteatus,-0.117124711
Aves,Passeriformes,0.637010004,Dicruridae,-0.114584592,Dicrurus forficatus,0.102523776
Aves,Passeriformes,0.637010004,Dicruridae,-0.114584592,Dicrurus ludwigii,-0.141496114
Aves,Passeriformes,0.637010004,Dicruridae,-0.114584592,Dicrurus paradiseus,-0.230223818
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Aimophila botterii,-0.184071021
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Aimophila ruficeps,-0.058952461
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Ammodramus caudacutus,0.155805173
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Ammodramus maritimus,0.223310523
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Arremon taciturnus,-0.230947891
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Diuca diuca,0.244507337
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Emberiza cia,0.045050001
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Emberiza cirlus,-0.423468332
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Emberiza citrinella,0.118066396
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Emberiza fucata,0.073979614
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Emberiza schoeniclus,0.103386391
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Emberiza tahapisi,0.118653455
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Junco hyemalis,0.294336616
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Melospiza melodia,0.062241794
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Miliaria calandra,-0.328610385
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Phrygilus fruticeti,0.049931212
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Phrygilus gayi,-0.055989479
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Phrygilus patagonicus,-0.064312907
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Pipilo aberti,-0.17214033
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Pipilo chlorurus,-0.264577842
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Pipilo erythrophthalmus,-0.227614916
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Pipilo fuscus,0.035392625
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Zonotrichia capensis,0.073241511
Aves,Passeriformes,0.637010004,Emberizidae,-0.002829711,Zonotrichia leucophrys,0.400479534
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Amandava amandava,-0.09773153
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Cryptospiza reichenovii,-0.171929353
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Erythrura gouldiae,0.118089159
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Estrilda astrild,0.197016113
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Estrilda melanotis,-0.196135884
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Estrilda nonnula,0.317306777
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Euschistospiza dybowskii,-0.171929353
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Lagonosticta rubricata,-0.009915669
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Nesocharis shelleyi,-0.353398476
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Poephila acuticauda,0.294913418
Aves,Passeriformes,0.637010004,Estrildidae,0.007847161,Poephila personata,0.107833705
Aves,Passeriformes,0.637010004,Formicariidae,0.000686562,Chamaeza nobilis,-0.132613692
Aves,Passeriformes,0.637010004,Formicariidae,0.000686562,Formicarius analis,0.248461574
Aves,Passeriformes,0.637010004,Formicariidae,0.000686562,Formicarius colma,-0.027974291
Aves,Passeriformes,0.637010004,Formicariidae,0.000686562,Grallaria varia,-0.104872995
Aves,Passeriformes,0.637010004,Formicariidae,0.000686562,Hylopezus macularius,0.124115543
Aves,Passeriformes,0.637010004,Formicariidae,0.000686562,Myrmothera campanisona,-0.104131015
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis barbata,0.306482579
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis cannabina,0.007675749
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis carduelis,-0.307385858
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis chloris,-0.039700294
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis citrinella,0.146361555
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis pinus,-0.308743711
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis psaltria,0.035531843
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis sinica,-0.13352719
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis spinus,-0.218301908
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carduelis tristis,0.014459659
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carpodacus cassinii,-0.258479591
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Carpodacus mexicanus,0.269328972
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Coccothraustes coccothraustes,0.197152863
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Fringilla coelebs,0.622421301
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Linurgus olivaceus,0.365329656
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Loxia curvirostra,-0.459211576
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Loxia pytyopsittacus,-0.436306275
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Pinicola enucleator,-0.278876046
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Pyrrhula pyrrhula,-0.247672072
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Serinus burtoni,0.338351572
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Serinus canaria,-0.012906816
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Serinus canicollis,0.127908074
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Serinus mozambicus,0.188325137
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Serinus scotops,0.002266225
Aves,Passeriformes,0.637010004,Fringillidae,-0.018520423,Serinus serinus,-0.001009343
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Aphrastura spinicauda,0.734433297
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Asthenes anthoides,0.222902545
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Asthenes modesta,-0.145002671
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Asthenes pyrrholeuca,0.23649899
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Automolus infuscatus,-0.034550606
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Automolus ochrolaemus,-0.159879339
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Automolus rubiginosus,0.018705955
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Cinclodes fuscus,-0.146685497
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Cinclodes oustaleti,-0.236958122
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Cinclodes patagonicus,-0.150737154
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Geositta rufipennis,-0.196721402
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Hyloctistes subulatus,-0.072297522
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Leptasthenura aegithaloides,-0.136424839
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Philydor erythrocercum,0.044307666
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Philydor pyrrhodes,-0.081415747
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Philydor ruficaudatum,-0.172487437
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Pygarrhichas albogularis,0.028099811
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Sclerurus caudacutus,0.094798162
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Sclerurus mexicanus,0.018705955
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Sclerurus rufigularis,-0.033896332
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Sylviorthorhynchus desmursii,-0.080773384
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Upucerthia dumetaria,-0.106459562
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Xenops minutus,0.168876261
Aves,Passeriformes,0.637010004,Furnariidae,-0.060987575,Xenops rutilans,-0.078208714
Aves,Passeriformes,0.637010004,Hirundinidae,0.099336158,Hirundo nigricans,0.099414737
Aves,Passeriformes,0.637010004,Hirundinidae,0.099336158,Hirundo rupestris,0.563452971
Aves,Passeriformes,0.637010004,Hirundinidae,0.099336158,Tachycineta meyeni,-0.230961074
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Agelaius phoeniceus,0.50042362
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Cacicus cela,0.535668221
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Cacicus haemorrhous,-0.095013473
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Cacicus leucoramphus,0.097387182
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Cacicus solitarius,-0.335162899
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Clypicterus oseryi,0.185442424
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Curaeus curaeus,-0.398553766
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Icterus cayanensis,-0.22066863
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Icterus galbula,-0.168779493
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Icterus parisorum,-0.224053383
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Molothrus ater,-0.052886657
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Molothrus bonariensis,0.006381573
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Psarocolius angustifrons,0.299936693
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Psarocolius viridis,-0.302848242
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Psarocolius yuracares,0.0039733
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Quiscalus quiscula,0.184109262
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Sturnella magna,0.117069143
Aves,Passeriformes,0.637010004,Icteridae,-0.068828113,Sturnella neglecta,-0.431684671
Aves,Passeriformes,0.637010004,Irenidae,-0.059119421,Irena puella,-0.257047086
Aves,Passeriformes,0.637010004,Laniidae,-0.075760637,Lanius ludovicianus,-0.007802981
Aves,Passeriformes,0.637010004,Laniidae,-0.075760637,Lanius mackinnoni,-0.321598942
Aves,Passeriformes,0.637010004,Malaconotidae,0.055384042,Dryoscopus cubla,0.187778395
Aves,Passeriformes,0.637010004,Malaconotidae,0.055384042,Laniarius atroflavus,0.277981458
Aves,Passeriformes,0.637010004,Malaconotidae,0.055384042,Laniarius ferrugineus,-0.091750904
Aves,Passeriformes,0.637010004,Malaconotidae,0.055384042,Laniarius mufumbiri,0.072349346
Aves,Passeriformes,0.637010004,Malaconotidae,0.055384042,Telophorus olivaceus,-0.205552371
Aves,Passeriformes,0.637010004,Maluridae,0.050424453,Malurus melanocephalus,0.226032206
Aves,Passeriformes,0.637010004,Maluridae,0.050424453,Malurus splendens,-0.006790227
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Acanthorhynchus superciliosus,-0.125221222
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Certhionyx pectoralis,0.830514008
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Conopophila rufogularis,-0.507078436
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Foulehaio carunculatus,0.915566397
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Gymnomyza viridis,-0.15088407
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Lichenostomus flavescens,0.060754036
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Lichenostomus virescens,-0.507078436
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Lichmera indistincta,-0.179165152
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Melithreptus brevirostris,0.01935722
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Melithreptus gularis,-0.507078436
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Melithreptus lunatus,-0.117691618
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Myzomela cardinalis,0.074604164
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Myzomela erythrocephala,0.30342271
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Philemon argenticeps,-0.218056747
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Philemon citreogularis,0.10557922
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Philemon moluccensis,0.292946532
Aves,Passeriformes,0.637010004,Meliphagidae,0.074997325,Phylidonyris novaehollandiae,0.035592928
Aves,Passeriformes,0.637010004,Mimidae,-0.027873251,Mimus polyglottos,0.005263591
Aves,Passeriformes,0.637010004,Mimidae,-0.027873251,Toxostoma redivivum,-0.126454527
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Clytorhynchus vitiensis,-0.042092071
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Elminia albiventris,-0.346163007
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Grallina cyanoleuca,-0.031498437
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Hypothymis azurea,-0.009122942
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Monarcha loricatus,0.309887761
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Monarcha pileatus,0.158181318
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Myiagra galeata,-0.020306243
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Terpsiphone mutata,0.113605655
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Terpsiphone rufiventer,0.081173927
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Terpsiphone viridis,-0.014346459
Aves,Passeriformes,0.637010004,Monarchidae,-0.01117644,Trochocercus cyanomelas,-0.247913878
Aves,Passeriformes,0.637010004,Motacillidae,0.016179793,Anthus correndera,0.334549534
Aves,Passeriformes,0.637010004,Motacillidae,0.016179793,Anthus novaeseelandiae,0.028506503
Aves,Passeriformes,0.637010004,Motacillidae,0.016179793,Anthus pratensis,0.230600775
Aves,Passeriformes,0.637010004,Motacillidae,0.016179793,Motacilla alba,-0.341858909
Aves,Passeriformes,0.637010004,Motacillidae,0.016179793,Motacilla cinerea,-0.181449302
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Copsychus albospecularis,0.042018841
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Copsychus malabaricus,-0.022175828
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cossypha caffra,-0.27750136
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cossypha dichroa,-0.016306139
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cossypha isabellae,-0.126242429
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cossypha niveicapilla,-0.355230968
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cyornis banyumas,0.187776606
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cyornis pallipes,0.00937717
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Cyornis rufigastra,-0.233395391
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Erithacus rubecula,0.305047136
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Erythropygia signata,0.163602292
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Ficedula harterti,0.228629408
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Muscicapa adusta,0.25823476
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Phoenicurus ochruros,-0.396248264
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Pogonocichla stellata,-0.196555545
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Rhinomyias oscillans,0.256396368
Aves,Passeriformes,0.637010004,Muscicapidae,0.012665174,Saxicola torquatus,0.227640629
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Aethopyga duyvenbodei,0.451538073
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Aethopyga shelleyi,-0.246155693
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Anthreptes collaris,-0.006772271
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Anthreptes malacensis,-0.119174794
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia afra,0.184427032
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia alinae,-0.240895258
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia amethystina,-0.737132844
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia aspasia,0.435929873
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia bouvieri,0.194491049
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia buettikoferi,0.519163622
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia chalybea,-0.030011951
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia jugularis,0.304462247
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia minima,0.319734323
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia notata,-0.185959301
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia olivacea,0.183258312
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia oritis,0.039866853
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia preussi,-0.251410282
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia regia,-0.076264623
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia reichenowi,0.354057573
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia sovimanga,0.028780726
Aves,Passeriformes,0.637010004,Nectariniidae,0.27489824,Nectarinia veroxii,0.073305559
Aves,Passeriformes,0.637010004,Neosittidae,0.027285666,Daphoenositta chrysoptera,0.118636156
Aves,Passeriformes,0.637010004,Oriolidae,0.01223821,Oriolus brachyrhynchus,-0.097633217
Aves,Passeriformes,0.637010004,Oriolidae,0.01223821,Oriolus chinensis,0.151615883
Aves,Passeriformes,0.637010004,Oriolidae,0.01223821,Oriolus larvatus,0.125308249
Aves,Passeriformes,0.637010004,Oriolidae,0.01223821,Oriolus nigripennis,-0.126080037
Aves,Passeriformes,0.637010004,Pachycephalidae,-0.04588004,Pachycephala griseonota,0.006105791
Aves,Passeriformes,0.637010004,Pachycephalidae,-0.04588004,Pachycephala pectoralis,-0.229439747
Aves,Passeriformes,0.637010004,Pachycephalidae,-0.04588004,Pachycephala rufiventris,0.023850768
Aves,Passeriformes,0.637010004,Pardalotidae,-0.00396921,Pardalotus striatus,-0.017257848
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Baeolophus bicolor,-0.099580229
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Baeolophus wollweberi,0.00257818
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus albiventris,-0.004739839
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus ater,0.054132944
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus atricapillus,-0.163767221
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus caeruleus,0.313132413
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus carolinensis,0.048857369
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus cristatus,-0.226309906
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus elegans,-0.012914219
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus fasciiventer,0.001672993
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus funereus,-0.080406936
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus gambeli,-0.05159744
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus major,0.305577651
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus montanus,-0.211422295
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus palustris,0.112538886
Aves,Passeriformes,0.637010004,Paridae,-0.063753151,Parus varius,-0.26494657
Aves,Passeriformes,0.637010004,Parulidae,0.015579354,Parula pitiayumi,0.016261598
Aves,Passeriformes,0.637010004,Parulidae,0.015579354,Phaeothlypis rivularis,0.051476339
Aves,Passeriformes,0.637010004,Passeridae,0.086601588,Passer domesticus,0.139396135
